referencia|municipio|A01setor|A01nficha|A01npessoas|datavisita|B01|B02|B03|B04|B05|B06|B07|B08|B09|B10|B11|B12|B13|B14|B15|B16|B17|B18|B191|B192|B193|B194|B195|B201|B202|B203|B204|B205|B206|B211|B212|B213|B214|B215|B216|B217|B218|B22|B231|B232|B233|B234|C011|C012|C013|C014|C015|C016|C017|C018|C019|C021|C022|C023|C031|C032|C033|C034|C0401|C0402|C0403|C0404|C0405|C0406|C0407|C0408|C0409|C0410|C0411|C0412|C0413|C0414|C0415|C0416|C0417|C0418|C0419|C0420|C0421|C0422|C051|C052|C053|C061|C062|C063|C064|C065|C066|C07|C08|C09|C101|C102|C103|C104|C0401_imput|C0402_imput|C0403_imput|C0404_imput|C0405_imput|C0406_imput|C0407_imput|C0408_imput|C0409_imput|C0410_imput|C0411_imput|C0412_imput|C0413_imput|C0414_imput|C0415_imput|C0416_imput|C0417_imput|C0418_imput|C0419_imput|C0420_imput|C0421_imput|C0422_imput|PESO|INV_FRAC|PROJ_DOM
2018|41|1|21|3|2018-10-18|1|6|2|591|99999|7|5|2|1|1|1|2|3|1|2|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|1|1|1|0|1|0|0|0|0|0|0|1|1|0|3|0|1|0|0|0|0|0|31|41|41|41|41|41|1|2|4|5|4|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|22|5|2018-10-26|1|1|1|99999|99999|1|6|3|1|1|2|2|3|1|2|2|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|0|0|0|1|0|0|3|0|1|0|0|0|0|41|41|41|41|41|41|1|2|8|5|3|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|23|2|2018-10-19|2|1|6|99999|250|0|3|1|1|1|1|2|3|1|2|3|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|41|41|41|41|41|41|1|2|4|4|3|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|24|4|2018-10-20|1|1|1|99999|99999|1|7|3|2|3|3|2|3|1|2|2|2|1|1|1|1|1|0|0|0|1|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|2|0|0|0|0|0|1|1|1|0|1|1|0|1|0|0|0|0|0|1|0|0|5|0|1|0|0|0|0|41|41|41|41|41|41|1|2|8|4|1|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|25|4|2018-10-20|1|1|1|99999|99999|1|6|2|1|3|5|2|3|1|2|3|2|1|1|1|1|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|1|1|0|0|1|0|1|0|0|0|0|0|0|0|2|0|0|1|0|0|0|0|41|41|41|41|41|41|1|2|8|1|2|4|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|26|5|2018-10-22|1|1|1|99999|99999|1|6|3|1|3|2|2|3|1|2|1|2|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|1|0|3|0|0|1|0|0|0|0|41|41|41|41|41|41|1|2|1|4|3|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|27|5|2018-10-18|1|1|1|99999|99999|1|6|3|1|1|3|2|3|1|2|3|2|1|1|1|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|0|1|0|0|0|0|0|1|0|2|0|0|1|0|0|0|0|41|41|41|41|41|41|1|1|8|3|5|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|28|4|2018-10-20|1|1|1|99999|99999|1|5|2|1|3|5|2|1|1|2|1|2|1|1|1|1|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|2|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|1|1|1|1|0|4|0|0|1|0|0|0|0|41|41|41|41|41|41|1|2|1|1|5|2|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|29|4|2018-10-19|2|1|6|99999|250|0|4|1|1|1|4|2|3|1|2|1|1|1|1|1|1|1|0|0|0|0|0|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|1|0|0|1|0|0|0|0|41|41|41|41|41|41|1|2|4|4|5|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|30|2|2018-10-18|1|1|1|99999|99999|1|8|2|1|1|1|2|1|1|2|2|1|1|0|1|1|1|1|0|0|1|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|1|0|1|0|0|0|1|0|2|1|2|0|0|2|0|0|0|0|41|41|41|41|41|41|1|2|4|5|88|99|99|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|31|4|2018-10-19|1|1|1|99999|99999|1|10|3|2|1|3|2|3|1|2|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|2|0|2|1|0|0|0|0|1|1|0|0|0|2|0|4|0|0|0|1|0|1|1|3|1|1|2|0|0|0|0|41|41|41|41|41|41|1|1|1|4|7|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|32|4|2018-10-20|1|1|1|99999|99999|1|10|2|1|3|2|2|2|1|2|2|2|1|1|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|2|0|0|0|0|0|2|1|1|0|0|1|0|0|0|0|0|0|0|1|0|4|0|1|0|0|0|0|0|41|41|41|41|41|41|1|2|1|1|4|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|33|2|2018-10-19|1|1|1|99999|99999|1|5|2|1|1|5|2|2|1|2|1|2|1|1|1|1|1|0|0|0|0|1|1|0|1|0|0|0|0|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|1|0|1|1|0|0|0|0|1|0|0|1|0|1|0|0|1|0|0|0|0|41|41|41|41|41|41|1|2|8|5|4|3|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|34|5|2018-10-19|1|1|1|99999|99999|1|5|3|2|1|3|2|3|1|1|2|2|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|88|1|0|0|0|0|0|0|0|0|1|2|0|0|1|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|41|41|41|41|41|41|1|2|8|5|1|3|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|35|3|2018-10-20|1|1|2|508|99999|3|7|3|2|1|3|2|3|1|2|2|1|1|1|1|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|2|1|1|1|1|1|0|1|0|0|1|0|0|1|0|0|3|0|2|0|0|0|0|41|41|41|41|41|56|1|1|8|3|5|1|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|36|1|2018-10-17|1|1|1|99999|99999|1|4|1|1|1|2|2|3|1|1|1|1|1|1|1|1|1|0|0|0|1|1|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|1|0|1|0|0|0|0|0|41|41|41|41|41|0|1|2|6|5|3|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|37|3|2018-10-19|1|1|1|99999|99999|1|11|4|3|1|2|2|3|1|1|1|1|1|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|2|0|1|0|0|0|0|0|1|1|1|1|0|1|0|1|0|0|1|0|0|0|0|2|0|2|0|0|0|0|0|41|41|41|41|41|41|1|1|8|4|8|5|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|38|3|2018-10-24|1|1|1|99999|99999|1|4|1|1|1|1|2|3|1|2|3|1|1|1|0|1|1|1|0|0|1|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|3|0|0|1|0|0|0|0|41|41|41|41|41|41|1|4|99|5|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|39|1|2018-10-19|1|4|6|99999|300|0|4|1|1|1|1|1|3|1|1|1|1|2|0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|1|1|1|0|0|1|1|0|0|0|1|0|0|0|0|1|0|1|0|0|0|0|0|41|41|41|41|41|41|1|2|8|4|1|7|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|40|4|2018-10-20|1|1|4|99999|99999|2|5|3|1|1|1|2|2|1|2|2|2|1|1|1|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|1|0|2|0|1|0|0|0|0|0|41|41|41|41|41|41|1|4|99|4|1|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|41|3|2018-10-20|1|1|1|99999|99999|1|6|2|1|1|1|2|1|1|2|3|1|1|1|1|1|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|3|3|3|41|41|41|1|2|8|4|3|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|42|1|2018-10-19|1|3|10|99999|99999|0|2|1|1|1|3|2|2|1|2|2|2|1|1|1|1|1|0|0|0|0|0|0|1|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|41|3|41|41|41|0|1|2|8|2|4|1|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|43|3|2018-10-19|1|1|1|99999|99999|1|7|3|2|3|3|2|2|1|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|1|1|0|0|1|1|1|0|0|0|0|0|1|0|2|0|0|1|0|0|0|0|41|41|41|41|41|41|1|1|4|5|4|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|44|4|2018-10-26|1|2|6|99999|350|0|3|1|1|3|2|2|1|1|2|1|2|1|1|0|1|1|1|0|0|1|0|0|1|0|0|0|0|0|0|1|1|0|0|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|2|0|1|0|0|0|0|0|41|41|32|41|41|0|1|1|4|1|2|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|45|2|2018-10-20|1|1|1|99999|99999|1|5|2|1|1|1|2|1|1|2|1|2|2|1|1|1|1|0|0|0|1|0|1|1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|1|1|0|1|0|0|0|0|0|0|0|2|0|1|0|0|0|0|0|41|41|41|41|41|0|1|2|8|1|3|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|46|2|2018-10-22|1|6|6|99999|530|0|5|2|1|1|3|2|2|1|2|1|1|1|1|1|1|1|0|0|0|0|0|0|1|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|1|1|0|0|0|1|0|1|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|32|32|32|56|41|32|1|2|8|4|1|2|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
2018|41|1|47|2|2018-10-22|1|4|6|99999|250|0|3|1|1|3|1|2|1|1|2|2|2|1|1|1|1|1|1|0|0|0|0|0|1|0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|1|0|0|0|0|0|0|0|1|0|2|0|1|0|0|0|0|0|41|41|41|41|41|0|1|2|4|4|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|68,011133555442|41,4826087|65086,654812558
